Fecha,Mes_Calendario,SKU,Producto,Categoria,Estado_SKU,Nivel_Actual,Indice_Estacional,Pronostico_Modelo_Sin_Promocion,Anios_Con_Promocion,Promocion_Recurrente,Proporcion_Promocion_Esperada,Factor_Promocional_SKU,Multiplicador_Promo_Recurrente,Pronostico_Promo_Recurrente,Pronostico_Recomendado,Proteccion_Sesgo_pct,Pronostico_Protegido,Ajuste_Manual_pct,Ajuste_Manual_Unidades,Pronostico_Final,Regla_Pausa_Aplicada
2026-01-01,1,SKU-1013,Jugo Manzana 1L,Bebidas,Activo,10344.166433122093,0.7083670190341907,7327.466340624234,2,True,0.14814814814814814,1.6965448589199297,1.1031918309511006,8083.60100854581,8083.60100854581,0.08,8730.289089229476,0.0,0.0,8083.60100854581,False
2026-01-01,1,SKU-1014,Agua Saborizada 500ml,Bebidas,Activo,8239.544034220507,0.664444917812945,5474.723158633787,2,True,0.07407407407407407,1.690721649484536,1.0511645666284841,5754.83499645621,5754.83499645621,0.08,6215.221796172707,0.0,0.0,5754.83499645621,False
2026-01-01,1,SKU-1017,Nectar Durazno 1L,Bebidas,Activo,4105.272591656461,1.0762637099204628,4418.355909730976,2,True,0.1111111111111111,1.6616982440073014,1.0735220271119224,4743.202392716339,4743.202392716339,0.08,5122.658584133646,0.0,0.0,4743.202392716339,False
2026-01-01,1,SKU-1020,Aceite Vegetal 900ml,Despensa,Activo,13407.560341055967,0.6212460295012372,8329.393627179274,2,True,0.07407407407407407,1.72162451140297,1.053453667511331,8774.630264697515,8774.630264697515,0.08,9476.600685873316,0.0,0.0,8774.630264697515,False
2026-01-01,1,SKU-1022,Harina 1kg,Despensa,Activo,12794.154521131673,0.9714163754244746,12428.451211538384,2,True,0.14814814814814814,1.733144863107313,1.108614053793676,13778.355680000492,13778.355680000492,0.08,14880.624134400532,0.0,0.0,13778.355680000492,False
2026-01-01,1,SKU-1023,Salsa Tomate 200g,Despensa,Activo,12064.334396064447,1.0139834765683504,12233.035733404558,2,True,0.07407407407407407,1.5941085046692045,1.044008037382904,12771.387627266626,12771.387627266626,0.08,13793.098637447956,0.0,0.0,12771.387627266626,False
2026-01-01,1,SKU-1025,Legumbres Mix 500g,Despensa,Activo,7383.381479854536,0.6537623334287964,4826.976704864662,3,True,0.1111111111111111,1.7396449704142012,1.0821827744904668,5223.671042871291,5223.671042871291,0.08,5641.564726300995,0.0,0.0,5223.671042871291,False
2026-01-01,1,SKU-1007,Galleta Avena 180g,Galletas,Activo,10370.699220313321,1.1916296590416209,12358.032775925167,3,True,0.1111111111111111,1.8868673503142575,1.0985408167015842,13575.803418489779,13575.803418489779,0.08,14661.867691968962,0.0,0.0,13575.803418489779,False
2026-01-01,1,SKU-1003,Leche Entera 1L,Lacteos,Activo,3663.165957646297,0.9891776421755483,3623.5218648822984,3,True,0.1111111111111111,1.7639887438376745,1.084887638204186,3931.1140779733846,3931.1140779733846,0.08,4245.603204211256,0.0,0.0,3931.1140779733846,False
2026-02-01,2,SKU-1014,Agua Saborizada 500ml,Bebidas,Activo,8239.544034220507,0.7397393288631028,6095.114774012261,2,True,0.1111111111111111,1.690721649484536,1.0767468499427262,6562.895632957073,6562.895632957073,0.08,7087.927283593639,0.0,0.0,6562.895632957073,False
2026-02-01,2,SKU-1015,Bebida Isotonica 600ml,Bebidas,Activo,5802.684360827108,1.2479506457385354,7241.463695111091,2,True,0.07407407407407407,1.6883561643835616,1.0509893455098935,7610.70118945846,7610.70118945846,0.08,8219.557284615137,0.0,0.0,7610.70118945846,False
2026-02-01,2,SKU-1024,Atun Lomitos 160g,Despensa,Activo,11949.212686038616,1.0414340150102035,12444.316543832054,2,True,0.07407407407407407,1.7532984293193716,1.0557998836532867,13138.707959122554,13138.707959122554,0.08,14189.80459585236,0.0,0.0,13138.707959122554,False
2026-02-01,2,SKU-1025,Legumbres Mix 500g,Despensa,Activo,7383.381479854536,0.6984131812045593,5156.650947392033,2,True,0.07407407407407407,1.7396449704142012,1.054788516326978,5439.176202015748,5439.176202015748,0.08,5874.310298177008,0.0,0.0,5439.176202015748,False
2026-02-01,2,SKU-1010,Barra Cereal Pack 6,Galletas,Activo,8169.252813305955,1.076912171180547,8797.567784100107,2,True,0.1111111111111111,1.6293423816448538,1.0699269312938726,9412.754702092063,9412.754702092063,0.08,10165.775078259428,0.0,0.0,9412.754702092063,False
2026-02-01,2,SKU-1011,Snack Mix 120g,Galletas,Activo,10140.199785958148,0.9740366868725502,9876.926603740418,2,True,0.07407407407407407,1.7718032524313152,1.0571706112912085,10441.596535354656,10441.596535354656,0.08,11276.92425818303,0.0,0.0,10441.596535354656,False
2026-02-01,2,SKU-1002,Yogurt Frutado Pack 4,Lacteos,Activo,4448.196761255631,1.2459038114979937,5542.025299141422,2,True,0.07407407407407407,1.7203473106614469,1.0533590600489962,5837.742559871364,5837.742559871364,0.08,6304.761964661074,0.0,0.0,5837.742559871364,False
2026-02-01,2,SKU-1003,Leche Entera 1L,Lacteos,Activo,3663.165957646297,0.9886012000836354,3621.4102618346487,2,True,0.1111111111111111,1.7639887438376745,1.084887638204186,3928.8232259301953,3928.8232259301953,0.08,4243.129084004611,0.0,0.0,3928.8232259301953,False
2026-02-01,2,SKU-1005,Queso Untable 250g,Lacteos,Activo,4447.8668566142305,0.6869555267962122,3055.4867196048413,3,True,0.1111111111111111,1.5603271983640081,1.062258577596001,3245.71697663091,3245.71697663091,0.08,3505.3743347613827,0.0,0.0,3245.71697663091,False
2026-02-01,2,SKU-1006,Manjar 400g,Lacteos,Activo,5212.982569886166,0.7349539975973353,3831.302379143068,2,True,0.07407407407407407,1.7712687161651397,1.0571310160122325,4050.1885767135946,4050.1885767135946,0.08,4374.203662850682,0.0,0.0,4050.1885767135946,False
2026-03-01,3,SKU-1016,Te Helado 1.5L,Bebidas,Activo,3037.0150902677233,0.8485202893639627,2576.96892319669,2,True,0.14814814814814814,1.5667870036101084,1.0839684449792752,2793.3529964374334,2793.3529964374334,0.08,3016.8212361524284,0.0,0.0,2793.3529964374334,False
2026-03-01,3,SKU-1017,Nectar Durazno 1L,Bebidas,Activo,4105.272591656461,1.0927167819244852,4485.900255277639,2,True,0.07407407407407407,1.6616982440073014,1.0490146847412816,4705.775242070908,4705.775242070908,0.08,5082.23726143658,0.0,0.0,4705.775242070908,False
